,System,TESS source,Cadence [s],Type,RAh,RAm,RAs,Decd,Decm,Decs,Vmag,Kmag,duration,depth,t0,T0err,period,Perioderr,Ephemeris_reference,R_A,R_b,R_b_over_R_A_squared,TIC,TESSMag,SNR,M_A,M_b,a(AU),(m_p/m_s)*(R_s/a)^5,Period(day)
0,CoRoT-01,SPOC,120, TEP  ,6.0,48.0,19.17,-3.0,6.0,7.8,13.6,12.15,0.10439,2.3,2454138.303971,3.6E-05,1.50897655,9E-08,2016MNRAS.459..789T,1.131,1.551,0.0189757201980067,36352297,13.0501,31.6632976858659,0.95,1.03,0.02536,3.97173811024293E-07,1.50897655
2,CoRoT-05,SPOC,120, TEP  ,6.0,45.0,6.54,0.0,48.0,54.9,14.0,12.55,0.117,1.4,2454400.19896,2E-05,4.0379156,1.2E-06,arXiv:1812.01536,1.115,1.256,0.0128035212379416,234112540,13.4831,14.658906117015900,0.99,0.459,0.0495,5.58246539113729E-09,4.0379156
8,EPIC_201498078,SPOC,120, TEP  ,10.0,52.0,7.78,0.0,29.0,36.1,10.61,8.89,0.23,0.3,2457906.83957,0.00049,11.63365,0.0001,arXiv:1806.04073,1.669,0.84,0.00255591131696631,281731203,9.9623,45.6782011444893,1.104,0.179,0.10376,3.62506694934744E-10,11.63365
9,EPIC_211442297,SPOC,120, TEP  ,8.0,26.0,12.83,12.0,16.0,55.0,13.34,11.72,0.1679,1.7,2457157.15701,0.00025,20.273034,3.6E-05,arXiv:1708.07128,0.881,1.114,0.0161331230784464,7020254,12.7462,37.1656195958323,0.831,0.84,0.1367,2.33354100987097E-11,20.273034
11,HAT-P-02,SPOC,120, TEP  ,16.0,20.0,36.36,41.0,2.0,53.1,8.71,7.6,0.1787,0.6,2455288.84969,0.00039,5.6334675,1.3E-06,arXiv:1702.03797,1.68,1.19,0.00506261896267361,39903405,8.27468,186.21373825818800,1.279,8.74,0.0674,1.36517403698666E-07,5.6334675
12,HAT-P-03,SPOC,120, TEP  ,13.0,44.0,22.59,48.0,1.0,43.2,11.86,9.45,0.08646,1.5,2457150.39472,0.00058,2.89973838,2.7E-07,2018A+A...613A..41M,0.85,0.911,0.0115904096179965,311035838,10.7164,90.74119832699140,0.925,0.595,0.03878,6.75664410783136E-09,2.89973838
13,HAT-P-04,SPOC,120, TEP  ,15.0,19.0,57.93,36.0,13.0,46.9,11.0,9.77,0.1775,0.9,2454245.81521,0.0002,3.0565254,1.2E-06,2012PASP..124..212S,1.6,1.337,0.00704567702840723,138294130,10.6506,81.13738125278230,1.271,0.68,0.04465,6.56381248194076E-08,3.0565254
14,HAT-P-05,SPOC,120, TEP  ,18.0,17.0,37.3,36.0,37.0,16.9,12.0,10.48,0.1217,1.5,2455432.4551,0.0001,2.7884736,5.2E-07,2012MNRAS.422.3099S,1.137,1.252,0.0122345390240329,76419763,11.3998,70.3977794661077,1.163,1.06,0.04079,3.18463859094325E-08,2.7884736
16,HAT-P-07,SPOC,120, TEP  ,19.0,28.0,59.36,47.0,58.0,10.3,10.46,9.33,0.1643,0.67,2454954.358557,6E-06,2.20473539,1E-08,arXiv:2103.03259,2.02,1.526,0.00575845809158171,424865156,10.0274,83.1722617519617,1.59,1.87,0.03805,1.02974153385409E-06,2.20473539
18,HAT-P-09,SPOC,120, TEP  ,7.0,20.0,40.48,37.0,8.0,26.2,12.3,11.02,0.143,1.3,2454417.9084,0.0006,3.922814,2E-06,2012NewA...17..438D,1.339,1.38,0.0107175841216651,371234684,11.7946,51.0397556380363,1.28,0.778,0.0529,1.31127674234119E-08,3.922814
19,HAT-P-11,SPOC,120, TEP  ,19.0,50.0,50.25,48.0,4.0,51.1,9.47,7.01,0.098,0.43,2454957.813207,5E-06,4.88780244,3E-08,2017A+A...597A.113H,0.683,0.389,0.0032730879667098300,28230919,8.5077,88.9911772717215,0.802,0.0873,0.05259,8.35079352657717E-11,4.88780244
22,HAT-P-14,SPOC,120, TEP  ,17.0,20.0,27.87,38.0,14.0,31.9,10.0,8.85,0.0907,0.5,2457138.21545,0.00029,4.6276594,1E-06,2016ApJ...819...27F,1.591,1.219,0.0059233437129668700,101721385,9.54417,59.8577506604614,1.418,2.271,0.06108,3.98746483240222E-08,4.6276594000000000
24,HAT-P-16,SPOC,120, TEP  ,0.0,38.0,17.56,42.0,27.0,47.0,10.8,9.55,0.1276,1.0,2455027.59292,0.00019,2.7759704,7E-07,2016PASP..128b4402S,1.158,1.19,0.0106555699931169,191284318,10.374,89.8985403468553,1.216,4.193,0.0413,1.24074928117977E-07,2.7759704
25,HAT-P-17,SPOC,120, TEP  ,21.0,38.0,8.88,30.0,29.0,19.4,10.54,8.54,0.16900000000000000,2.0,2454801.16943,0.0002,10.338523,9E-06,2012ApJ...749..134H,0.838,1.01,0.0146573207749016,266593143,9.7525,292.611304531324,0.857,0.534,0.0882,1.00170031125144E-10,10.338523
26,HAT-P-18,SPOC,120, TEP  ,17.0,5.0,23.28,33.0,0.0,45.0,12.76,10.23,0.1131,1.9,2454715.02254,0.00039,5.5080291,4.2E-06,2015MNRAS.451.4060S,0.717,0.947,0.017601980228759000,21744120,11.733000000000000,69.1235611877763,0.77,0.196,0.0559,1.83485728790868E-10,5.5080291
29,HAT-P-21,SPOC,120, TEP  ,11.0,25.0,5.88,41.0,1.0,40.6,11.69,10.11,0.153,1.1,2454996.41312,0.00069,4.124481,7E-06,2011ApJ...742..116B,1.105,1.024,0.008665133127200510,17993892,11.1065,69.7165665863023,0.947,4.063,0.0494,4.98854271112949E-08,4.1244810000000000
30,HAT-P-22,SPOC,120, TEP  ,10.0,22.0,43.51,50.0,7.0,42.0,9.73,7.84,0.1196,1.5,2456366.08903,0.00025,3.212233,4E-07,arXiv:2012.07478,1.062,1.06,0.0100522337566188,252479260,9.007,270.736863986475,0.936,2.192,0.04171,5.20339196148198E-08,3.2122330000000000
32,HAT-P-24,SPOC,120, TEP  ,7.0,15.0,18.0,14.0,15.0,45.4,11.75,10.54,0.1539,1.2,2455592.76491,0.00023,3.3552454,7E-07,arXiv:2012.07478,1.294,1.243,0.00931051248445596,440777904,11.3072,67.2024128131687,1.186,0.681,0.04641,2.00898256890556E-08,3.3552454
38,HAT-P-30,SPOC,120, TEP  ,8.0,15.0,47.98,5.0,50.0,12.3,10.36,9.15,0.0887,1.3,2455765.63288,0.00018,2.8106019,7E-07,arXiv:2012.07478,1.215,1.34,0.0122731748947484,455135327,9.93908,124.50260311649600,1.242,0.711,0.0419,2.4370222025385E-08,2.8106019
39,HAT-P-31,SPOC,120, TEP  ,18.0,6.0,9.0,26.0,25.0,36.0,11.66,10.08,0.214,0.51,2458169.941,0.0017,5.0052724,6.3E-06,arXiv:1812.05882,1.36,1.07,0.00624582225467669,320798691,11.0269,40.1681414164361,1.218,2.171,0.055,3.42132109905351E-08,5.0052724
41,HAT-P-33,SPOC,120, TEP  ,7.0,32.0,44.2,33.0,50.0,6.2,11.19,10.0,0.1839,1.2,2456035.13775,0.00027,3.47447472,8.8E-07,2017AJ....154...49W,1.637,1.686,0.010703299152162000,239154970,10.7131,106.08082943454000,1.375,0.762,0.0499,4.37213082094795E-08,3.47447472
42,HAT-P-34,SPOC,120, TEP  ,20.0,12.0,46.88,18.0,6.0,17.5,10.16,9.25,0.1455,0.8,2456462.14718,0.00041,5.452647,3.1E-06,arXiv:1812.05882,1.535,1.197,0.00613580322499867,278348461,9.87463,101.652712437446,1.392,3.328,0.0677,2.97469774412788E-08,5.452647
43,HAT-P-35,SPOC,120, TEP  ,8.0,13.0,0.18,4.0,47.0,13.2,12.46,11.03,0.16400000000000000,1.2,2456836.75811,0.00041,3.6466566,1.2E-06,arXiv:1812.05882,1.435,1.332,0.0086936976,455096220,11.8997,47.0122100826879,1.236,1.054,0.0498,3.51750835602249E-08,3.6466566
44,HAT-P-36,SPOC,120, TEP  ,12.0,33.0,3.9,44.0,54.0,55.2,12.26,10.6,0.0923,1.9,2456766.43049,0.00013,1.32734686,2.4E-07,arXiv:2106.02610,1.041,1.304,0.0158326498058377,373693175,11.6281,66.9327184259676,1.03,1.852,0.02388,5.87741015528623E-07,1.32734686
50,HAT-P-42,SPOC,120, TEP  ,9.0,1.0,22.66,6.0,5.0,50.0,12.17,10.63,0.168,0.8,2456036.07987,0.00077,4.6418381,8E-06,arXiv:1812.05882,1.53,1.28,0.00706215035926353,270468559,11.5598,39.763919018664,1.178,1.044,0.0575,2.45455826142143E-08,4.641838100000000
51,HAT-P-43,SPOC,120, TEP  ,8.0,35.0,42.18,10.0,12.0,24.0,13.36,11.76,0.1355,1.7,2456147.34248,0.0003,3.332683,1.9E-06,arXiv:1812.05882,1.103,1.281,0.0136096550203085,468987719,12.7656,32.9175867184795,1.048,0.662,0.0443,1.25503501893666E-08,3.3326830000000000
58,HAT-P-50,SPOC,120, TEP  ,7.0,52.0,15.2,12.0,8.0,21.9,11.76,10.5,0.1531,0.6,2456285.90993,0.00036,3.1220109,6.5E-06,2015AJ....150..168H,1.698,1.288,0.00580572200099612,17746821,11.3155,33.3367933615677,1.273,1.35,0.0453,1.62930725158617E-07,3.1220109000000000
63,HAT-P-55,SPOC,120, TEP  ,17.0,37.0,5.52,25.0,43.0,52.3,13.21,11.63,0.1223,1.8,2456730.83468,0.00027,3.5852467,6.4E-06,2015PASP..127..851J,1.011,1.182,0.0137921675394694,311408969,12.658,35.8109191297443,1.013,0.582,0.04604,6.09106099629786E-09,3.5852467000000000
67,HAT-P-59,SPOC,120, TEP  ,19.0,29.0,50.07,62.0,31.0,45.2,11.88,10.21,0.0975,1.1,2458618.54088,0.00021,4.1419771,1.2E-06,arXiv:2007.05528,1.104,1.123,0.0104404988026269,229400092,11.2086,52.197169715920300,1.008,1.54,0.05064,1.56220231400961E-08,4.1419771
74,HAT-P-66,SPOC,120, TEP  ,10.0,2.0,17.52,53.0,57.0,3.1,12.99,11.68,0.1958,1.0,2457258.79907,0.00072,2.972086,5.7E-06,2016AJ....152..182H,1.881,1.59,0.00720968914084181,137881699,12.5119,27.964757267102100,1.255,0.783,0.04363,1.92946166878797E-07,2.972086
75,HAT-P-67,SPOC,120, TEP  ,17.0,6.0,26.56,44.0,46.0,37.1,10.11,8.9,0.2912,0.8,2455961.38467,0.0007,4.8101025,4.8E-06,2017AJ....153..211Z,2.546,2.085,0.00676698481839302,198588220,9.63331,163.7307754235,1.642,0.0,0.06505,0.0,4.8101025
78,HATS-01,SPOC,120, TEP  ,11.0,42.0,6.08,-23.0,21.0,17.4,12.05,10.58,0.1007,1.7,2455241.28722,0.00071,3.446459,4E-06,2013AJ....145....5P,1.038,1.302,0.0158754901775034,219698950,11.5122,67.48288616745220,0.986,1.855,0.0444,2.72796706111975E-08,3.4464590000000000
79,HATS-02,SPOC,120, TEP  ,11.0,46.0,57.38,-22.0,33.0,46.8,13.56,11.39,0.0861,2.2,2455954.58576,9E-05,1.354133,1E-06,2013A+A...558A..55M,0.898,1.168,0.017069975366392,413376180,12.7492,34.3668583010178,0.882,1.345,0.023,2.8727405756899E-07,1.354133
80,HATS-03,SPOC,120, TEP  ,20.0,49.0,49.8,-24.0,25.0,43.7,12.44,10.69,0.1494,1.1,2456155.96734,0.00014,3.547851,5E-06,2013AJ....146..113B,1.404,1.381,0.00976231964944608,336732616,11.5232,52.8064800754391,1.209,1.071,0.0485,3.73929924680321E-08,3.547851
81,HATS-04,SPOC,120, TEP  ,6.0,16.0,26.9,-22.0,32.0,48.8,13.46,11.61,0.1053,2.0,2455808.34095,0.00036,2.516729,2E-06,2014AJ....148...29J,0.925,1.02,0.012269214528561000,59843967,12.7632,34.1991999808985,1.001,1.323,0.0362,2.98945337171501E-08,2.516729
82,HATS-05,SPOC,120, TEP  ,4.0,28.0,53.47,-21.0,28.0,54.9,12.63,10.7,0.1244,1.5,2456273.79068,0.0001,4.763387,1E-05,2014AJ....147..144Z,0.871,0.912,0.0110624991111211,139733308,11.9012,51.12916558361780,0.936,0.237,0.0542,5.63465131050826E-10,4.763387000000000
83,HATS-06,SPOC,120, TEP  ,5.0,52.0,35.22,-19.0,1.0,54.0,15.16,11.22,0.08504,4.2,2456643.74058,8.4E-05,3.3252725,2.1E-06,2015AJ....149..166H,0.57,0.998,0.0309322316122191,33521996,13.3383,41.9326488238555,0.574,0.319,0.03623,1.11227353771126E-09,3.3252725
84,HATS-07,SPOC,120, TEP  ,13.0,55.0,25.68,-21.0,12.0,27.7,13.34,10.98,0.0958,0.5,2456528.29697,0.00058,3.185315,5.4E-06,2015ApJ...813..111B,0.815,0.563,0.004815057241480670,220029715,12.4284,10.3799192719963,0.849,0.12,0.04012,1.01521303164148E-09,3.185315
89,HATS-13,SPOC,120, TEP  ,21.0,7.0,50.75,-26.0,5.0,48.0,13.89,11.98,0.10978,2.5,2456340.31705,0.00026,3.0440499,2.7E-06,2015A+A...580A..63M,0.887,1.212,0.0188390015635593,289793076,13.163,32.4159447826196,0.962,0.543,0.04057,5.85488035037626E-09,3.0440499
90,HATS-14,SPOC,120, TEP  ,20.0,52.0,51.71,-25.0,41.0,14.4,13.79,12.04,0.11009,2.0,2456408.76462,0.00021,2.7667641,2.7E-06,2015A+A...580A..63M,0.933,1.039,0.0125131799402434,29344935,13.2366,24.5576402481989,0.967,1.071,0.03815,2.01186441991812E-08,2.7667641
92,HATS-16,SPOC,120, TEP  ,23.0,54.0,14.04,-30.0,0.0,46.8,13.83,12.28,0.1514,1.3,2456824.79069,0.00076,2.686502,1.1E-05,2016PASP..128g4401C,1.238,1.3,0.0111261599073236,77044471,13.2576,18.4219295849165,0.97,3.27,0.03744,2.7669432229388E-07,2.686502
93,HATS-17,SPOC,120, TEP  ,12.0,48.0,45.72,-47.0,36.0,49.3,12.39,10.7,0.2011,0.5,2457139.1672,0.0014,16.254611,7.3E-05,2016AJ....151...89B,1.091,0.777,0.00511790733879017,73717937,11.7528,23.9382964621255,1.131,1.338,0.1308,9.91696424989049E-11,16.254611000000000
94,HATS-18,SPOC,120, TEP  ,11.0,35.0,49.92,-29.0,9.0,21.6,14.07,12.29,0.07866,2.3,2457089.90665,0.00025,0.83784309,2.8E-07,arXiv:2002.02606,1.02,1.337,0.01733653709412,14614418,13.3898,21.226299428004200,1.037,1.98,0.01761,2.58458440166188E-06,0.83784309
95,HATS-19,SPOC,120, TEP  ,9.0,49.0,37.63,-33.0,13.0,6.6,13.03,11.51,0.1666,1.3,2456660.03375,0.00059,4.569673,1E-05,arXiv:1607.00322,1.75,1.66,0.009079040656,48103627,12.4399,35.300049861927,1.303,0.427,0.0589,1.57542391913057E-08,4.569673000000000
96,HATS-20,SPOC,120, TEP  ,13.0,12.0,32.04,-45.0,35.0,26.0,13.77,11.86,0.1022,1.0,2457121.16516,0.00055,3.7992969,7.9E-06,arXiv:1607.00322,0.892,0.776,0.007636486985260110,287563610,13.0546,13.5755892141592,0.91,0.273,0.04619,1.67303844767562E-09,3.7992969
97,HATS-21,SPOC,120, TEP  ,18.0,40.0,44.4,-58.0,27.0,33.3,12.19,10.53,0.0824,1.2,2457109.22538,0.00057,3.5543973,5.8E-06,arXiv:1607.00322,1.021,1.123,0.0122069709351632,120247528,11.5803,41.2156438522778,1.08,0.332,0.04676,3.1678946635515E-09,3.5543973
98,HATS-22,SPOC,120, TEP  ,11.0,36.0,2.16,-29.0,32.0,35.9,13.46,10.94,0.0913,2.5,2457078.5803,0.00022,4.7228124,5.2E-06,2017MNRAS.468..835B,0.689,0.953,0.0193039969209757,14661418,12.4806,48.818874771894000,0.759,2.74,0.05025,3.63266016972681E-09,4.7228124000000000
99,HATS-23,SPOC,120, TEP  ,19.0,5.0,27.96,-50.0,4.0,2.5,13.9,12.26,0.0752,1.6,2457072.85266,0.0007,2.1605156,4.5E-06,2017MNRAS.468..835B,1.199,1.86,0.0242821649184996,7088246,13.2851,15.647062867778800,1.121,1.47,0.03397,1.49152353108978E-07,2.1605156
100,HATS-24,SPOC,120, TEP  ,17.0,55.0,33.6,-61.0,44.0,50.3,12.83,11.38,0.1008,2.2,2458667.45848,0.00035,1.34849705,4.3E-07,2020AJ....160..155W,1.172,1.487,0.0162430131478836,380589029,12.2851,51.829821036585300,1.212,2.44,0.02547,8.62344397592521E-07,1.34849705
101,HATS-25,SPOC,120, TEP  ,13.0,51.0,37.8,-23.0,46.0,52.2,13.1,11.42,0.1335,1.7,2456870.36872,0.00051,4.2986432,4.5E-06,2016AJ....152..108E,1.107,1.26,0.0130721111111111,437333618,12.472000000000000,40.3891213906065,0.994,0.613,0.05163,5.80232131972002E-09,4.2986432
102,HATS-26,SPOC,120, TEP  ,9.0,39.0,42.44,-28.0,35.0,8.1,12.96,11.44,0.2173,1.2,2456867.4232,0.0012,3.3023881,7.6E-06,2016AJ....152..108E,2.04,1.75,0.00742532803639225,315002523,12.4257,37.591054212810700,1.299,0.65,0.04735,1.5422519645345E-07,3.3023881
103,HATS-27,SPOC,120, TEP  ,12.0,54.0,12.6,-46.0,35.0,15.8,12.77,11.55,0.2013,1.0,2457029.3374,0.0011,4.637038,1.4E-05,2016AJ....152..108E,1.74,1.5,0.0074986641646849,248111245,12.3335,32.1803209750368,1.415,0.53,0.0611,1.45666547197634E-08,4.637038
104,HATS-28,SPOC,120, TEP  ,18.0,57.0,36.0,-49.0,8.0,18.5,13.93,12.09,0.0981,2.1,2457034.2830000000,0.00046,3.1810781,3.9E-06,2016AJ....152..108E,0.922,1.194,0.0169218052937004,6663331,13.2887,23.391691377891700,0.929,0.672,0.04131,8.31825817629218E-09,3.1810781
105,HATS-29,SPOC,120, TEP  ,19.0,0.0,23.04,-54.0,53.0,35.5,12.61,10.88,0.1338,1.8,2457031.95618,0.00038,4.6058749,6.3E-06,2016AJ....152..108E,1.073,1.251,0.0137156077912591,201604954,11.9707,60.70171550372870,1.032,0.653,0.05475,3.79849607842995E-09,4.605874900000000
106,HATS-30,SPOC,120, TEP  ,0.0,22.0,28.49,-59.0,56.0,33.2,12.19,10.79,0.1146,1.6,2456629.76156,0.00036,3.1743516,2.6E-06,2016AJ....152..108E,1.061,1.175,0.0123749897412969,281459670,11.6714,61.036751480089700,1.093,0.706,0.04354,1.15244323054765E-08,3.1743516
108,HATS-32,SPOC,120, TEP  ,23.0,4.0,18.12,-21.0,16.0,19.0,14.38,12.7,0.1189,1.9,2456454.6252,0.0011,2.8126548,5.5E-06,2016AJ....152..161D,1.097,1.249,0.0130801132368152,204317710,13.7426,16.354681856754200,1.099,0.92,0.04024,2.61718015569617E-08,2.8126548
109,HATS-33,SPOC,120, TEP  ,19.0,38.0,31.92,-55.0,19.0,48.4,11.91,10.29,0.1115,2.2,2456497.23181,0.0005,2.5495551,6.1E-06,2016AJ....152..161D,1.022,1.23,0.0146153194900544,360742636,11.2474,108.93157564859500,1.062,1.192,0.03727,3.61334525194739E-08,2.5495551
119,HATS-43,SPOC,120, TEP  ,5.0,22.0,9.16,-30.0,58.0,15.0,13.59,11.56,0.12452,2.8,2457636.08946,0.00025,4.3888497,5.9E-06,2018AJ....155..112B,0.812,1.18,0.0213084489447087,78055054,12.8461,48.9917978847392,0.837,0.261,0.04944,7.73754328008542E-10,4.3888497000000000
120,HATS-44,SPOC,120, TEP  ,5.0,37.0,18.41,-27.0,58.0,21.4,14.43,12.17,0.0688,1.6,2456931.11384,0.00061,2.7439004,3.2E-06,2018AJ....155..112B,0.847,1.067,0.0160126016735537,32499655,13.5452,12.2396118415328,0.86,0.56,0.03649,9.11040149459904E-09,2.7439004
121,HATS-45,SPOC,120, TEP  ,6.0,47.0,58.63,-21.0,54.0,38.5,13.31,12.14,0.1269,1.2,2456731.19533,0.00073,4.1876244,5.6E-06,2018AJ....155..112B,1.315,1.286,0.00965006666783675,4616072,12.8893,20.531036615761,1.272,0.7,0.05511,8.83868881348962E-09,4.1876244
122,HATS-46,SPOC,120, TEP  ,0.0,26.0,48.58,-56.0,18.0,58.0,13.63,11.97,0.1014,1.4,2457149.05166,0.00056,4.7423749,4.3E-06,2021MNRAS.501.5393L,0.894,0.951,0.0114178906245496,281541555,13.0417,19.115258700422300,0.869,0.158,0.05272,5.29356320215355E-10,4.7423749000000000
123,HATS-47,SPOC,120, TEP  ,19.0,9.0,56.25,-49.0,39.0,53.9,14.83,11.93,0.08343,3.0,2457365.35804,29.0,3.9228038,2.2E-06,arXiv:2002.05776,0.6564,1.117,0.0292192513033033,158297421,13.6699,22.913247778607500,0.674,0.369,0.04269,9.76964456364128E-10,3.9228038
124,HATS-48,SPOC,120, TEP  ,19.0,14.0,41.27,-59.0,34.0,45.8,14.35,11.43,0.09774,1.3,2457100.55022,45.0,3.1316666,3.7E-06,arXiv:2002.05776,0.7152,0.8,0.0126248098183766,201642601,13.1686,15.8378031795405,0.7279,0.243,0.03769,1.70546025190396E-09,3.1316666
130,HATS-55,SPOC,120, TEP  ,7.0,37.0,8.02,-32.0,45.0,19.5,13.47,12.02,0.11600000000000000,1.4,2457413.13042,0.00051,4.2042001,3.3E-06,arXiv:1812.07668,1.126,1.251,0.0124548276035689,114299824,12.9264,22.280374566174,1.196,0.921,0.05412,6.23349577732055E-09,4.2042001
139,HATS-64,SPOC,120, TEP  ,9.0,37.0,9.03,-29.0,48.0,1.6,12.92,11.71,0.2416,0.8,2457769.82282,0.00083,4.908896,1.3E-05,arXiv:1809.01048,2.113,1.674,0.00633303364650892,189625051,12.487,25.2969460522509,1.562,0.93,0.0656,4.28627877345407E-08,4.908896
145,HATS-71,SPOC,120, TEP  ,1.0,2.0,12.28,-61.0,45.0,21.7,16.33,11.73,0.08622,4.7,2457699.38939,0.0002,3.7955213,1.1E-06,arXiv:1812.09406,0.5161,1.08,0.0441854899479541,234523599,14.1266,25.2733885501166,0.569,0.45,0.03946,6.28469700146141E-10,3.7955213
148,HD_017156,SPOC,120, TEP  ,2.0,49.0,44.49,71.0,45.0,11.6,8.17,6.76,0.13098,0.6,2454884.02817,7.3E-05,21.2163979,1.59E-05,2011ApJ...726....3N,1.487,1.065,0.00517579611986352,302773669,7.6353,208.781810095265,1.297,3.262,0.1637,3.22965128120023E-10,21.2163979
149,HD_097658,SPOC,120, TEP  ,11.0,14.0,33.16,25.0,42.0,37.4,7.71,5.73,0.1187,0.077,2456361.8069,0.00038,9.489295,5E-06,arXiv:2004.03601,0.741,0.2005,0.0007387410291935530,82308728,6.9859,32.6538466674325,0.77,0.0246,0.08,4.52257411783392E-12,9.489295
151,K2-237,SPOC,120, TEP  ,16.0,55.0,4.53,-28.0,42.0,38.0,11.6,10.22,0.126,1.5,2457782.93422,0.00014,2.1805358,1E-06,arXiv:2005.01684,1.34,1.57,0.0138512698497717,16288184,11.0657,88.49525364137290,1.22,1.231,0.0352,1.67497798319456E-07,2.1805358000000000
152,KELT-03,SPOC,120, TEP  ,9.0,54.0,34.39,40.0,23.0,17.0,9.82,8.66,0.11419,1.0,2456023.48038,0.00025,2.70339216,9E-07,arXiv:1812.05882,1.472,1.345,0.00842420314048954,67666096,9.43351,142.291612958747,1.278,1.477,0.04122,1.39363472933194E-07,2.70339216
154,KELT-06,SPOC,120, TEP  ,13.0,3.0,55.65,30.0,38.0,24.3,10.42,9.08,0.23,0.7,2457124.50954,0.00057,7.845582,7E-06,2015A+A...581L...6D,1.58,1.193,0.005752632037302720,165987272,9.8469,113.531678261425,1.085,0.43,0.07939,2.56918482734414E-09,7.845582
155,KELT-07,SPOC,120, TEP  ,5.0,13.0,10.93,33.0,19.0,5.4,8.54,7.54,0.1463,0.8,2456355.22981,0.0002,2.73476468,4.6E-07,arXiv:1901.07040,1.732,1.533,0.007904755046636910,367366318,8.14847,237.43156599113,1.535,1.28,0.04415,1.6087467953631E-07,2.73476468
156,KELT-08,SPOC,120, TEP  ,18.0,53.0,13.32,24.0,7.0,38.5,10.83,9.18,0.1444,1.3,2457396.04496,0.00055,3.2440796,4.8E-06,arXiv:1812.05882,1.67,1.86,0.0125167860335616,358516596,10.2025,137.138689469774,1.211,0.867,0.04571,9.67612365500918E-08,3.2440796
157,KELT-09,SPOC,120, TEP  ,20.0,31.0,26.35,39.0,56.0,19.8,7.56,7.48,0.16361,0.68,2457095.68572,0.00014,1.4811235,1.1E-06,2017Natur.546..514G,2.418,1.936,0.00646841677996772,16740101,7.582040000000000,270.143751169538,2.32,2.88,0.03368,4.91615738060182E-06,1.4811235
